Date,Batch Locations,Gravity,pH,Temperature,ABV,Planned Start Date,Product,Batch,Original Gravity,OG Date
06/14/2023 ,,4.8000,4.5300,71.8000,0.0427,06/02/2023 08:00 AM,For the Love of Dogs (7),FLOD 23062,11.20,06/02/2023 12:00 PM
06/14/2023 ,,2.5000,4.3400,62.2000,0.0485,06/07/2023 08:00 AM,Staycationland,STAY 23066,11.63,06/07/2023 12:00 PM
06/14/2023 ,,3.9000,4.7000,72.1000,0.0765,06/06/2023 08:00 AM,Coastal Storm,COS 23065,17.90,06/06/2023 12:00 PM
06/14/2023 ,,1.6000,4.2100,69.0000,0.046,06/09/2023 08:00 AM,Bath Cream Ale (7),BCA 23064,10.30,06/09/2023 12:00 PM
06/14/2023 ,,8.8000,4.6700,70.3000,0.0317,06/12/2023 08:00 AM,Stowaway IPA 2.0,IPA 23068,14.57,06/12/2023 12:00 PM
06/13/2023 ,,3.0400,0.0000,0.0000,0.00,05/16/2023 08:00 AM,Coastal Haze,COHZ 23055.3,0.00,05/16/2023 12:00 PM
06/13/2023 ,,0.0000,0.0000,0.0000,0.00,05/16/2023 08:00 AM,Coastal Haze,COHZ 23055.3,0.00,05/16/2023 12:00 PM
06/13/2023 ,,3.0400,0.0000,0.0000,0.00,05/16/2023 08:00 AM,Coastal Haze,COHZ 23055.2,0.00,05/16/2023 12:00 PM
06/13/2023 ,,0.0000,0.0000,0.0000,0.00,05/16/2023 08:00 AM,Coastal Haze,COHZ 23055.2,0.00,05/16/2023 12:00 PM
06/13/2023 ,,1.4100,4.5000,0.0000,0.0529,06/05/2023 08:00 AM,State Parks Pale,SPP 23063,11.30,06/05/2023 12:00 PM
06/13/2023 ,,3.0400,0.0000,0.0000,0.00,05/16/2023 08:00 AM,Coastal Haze,COHZ 23055.1,0.00,05/16/2023 12:00 PM
06/13/2023 ,,0.0000,0.0000,0.0000,0.00,05/16/2023 08:00 AM,Coastal Haze,COHZ 23055.1,0.00,05/16/2023 12:00 PM
06/13/2023 ,,1.8000,4.5300,68.6000,0.0401,06/08/2023 08:00 AM,Baxter Blueberry,BLU 23067,9.40,06/08/2023 12:00 PM
06/13/2023 ,,3.0000,4.2800,62.0000,0.046,06/07/2023 08:00 AM,Staycationland,STAY 23066,11.63,06/07/2023 12:00 PM
06/13/2023 ,,4.4000,4.6000,72.7000,0.0739,06/06/2023 08:00 AM,Coastal Storm,COS 23065,17.90,06/06/2023 12:00 PM
06/13/2023 ,,1.9000,4.0800,71.5000,0.0444,06/09/2023 08:00 AM,Bath Cream Ale (7),BCA 23064,10.30,06/09/2023 12:00 PM
06/12/2023 ,,4.0000,4.5600,71.9000,0.0427,06/02/2023 08:00 AM,For the Love of Dogs (7),FLOD 23062,11.20,06/02/2023 12:00 PM
06/12/2023 ,,2.1000,4.5100,69.4000,0.0385,06/08/2023 08:00 AM,Baxter Blueberry,BLU 23067,9.40,06/08/2023 12:00 PM
06/12/2023 ,,5.0000,4.3100,60.7000,0.0355,06/07/2023 08:00 AM,Staycationland,STAY 23066,11.63,06/07/2023 12:00 PM
06/12/2023 ,,1.9000,4.4300,69.5000,0.0503,06/05/2023 08:00 AM,State Parks Pale,SPP 23063,11.30,06/05/2023 12:00 PM
06/12/2023 ,,4.9000,4.5800,71.9000,0.0713,06/06/2023 08:00 AM,Coastal Storm,COS 23065,17.90,06/06/2023 12:00 PM
06/12/2023 ,,3.2000,4.0400,70.3000,0.0377,06/09/2023 08:00 AM,Bath Cream Ale (7),BCA 23064,10.30,06/09/2023 12:00 PM
06/11/2023 ,,2.0600,4.7500,0.0000,0.0676,06/01/2023 08:00 AM,Stowaway IPA 2.0,IPA 23061,14.65,06/01/2023 12:00 PM
06/12/2023 ,,3.0900,0.0000,0.0000,0.0609,05/23/2023 08:00 AM,Tropical Sour,TROP 23058.1,13.80,05/23/2023 12:00 PM
06/12/2023 ,,13.8000,0.0000,0.0000,0.00,05/23/2023 08:00 AM,Tropical Sour,TROP 23058.1,13.80,05/23/2023 12:00 PM
06/12/2023 ,,4.2200,0.0000,0.0000,0.077,05/25/2023 08:00 AM,Coastal Storm,COS 23059.1,18.00,05/25/2023 12:00 PM
06/12/2023 ,,18.0000,0.0000,0.0000,0.00,05/25/2023 08:00 AM,Coastal Storm,COS 23059.1,18.00,05/25/2023 12:00 PM
06/09/2023 ,,10.3000,5.2000,68.0000,0.00,06/09/2023 08:00 AM,Bath Cream Ale (7),BCA 23064,10.30,06/09/2023 12:00 PM
06/09/2023 ,,2.2800,4.1100,0.0000,0.00,05/30/2023 08:00 AM,Logger Road Lager,LRL 23060,9.60,05/30/2023 12:00 PM
06/09/2023 ,,4.0000,4.4700,69.0000,0.0427,06/02/2023 08:00 AM,For the Love of Dogs (7),FLOD 23062,11.20,06/02/2023 12:00 PM
06/09/2023 ,,9.1000,5.0800,66.7000,0.0017,06/08/2023 08:00 AM,Baxter Blueberry,BLU 23067,9.40,06/08/2023 12:00 PM
06/09/2023 ,,9.2000,4.5800,58.1000,0.0132,06/07/2023 08:00 AM,Staycationland,STAY 23066,11.63,06/07/2023 12:00 PM
06/09/2023 ,,6.4000,4.5400,70.4000,0.0634,06/06/2023 08:00 AM,Coastal Storm,COS 23065,17.90,06/06/2023 12:00 PM
06/09/2023 ,,1.8000,4.3200,66.8000,0.0503,06/05/2023 08:00 AM,State Parks Pale,SPP 23063,11.30,06/05/2023 12:00 PM
06/08/2023 ,,2.8000,4.2400,61.2000,0.00,05/30/2023 08:00 AM,Logger Road Lager,LRL 23060,9.60,05/30/2023 12:00 PM
06/08/2023 ,,10.5000,4.6200,73.3000,0.0414,06/06/2023 08:00 AM,Coastal Storm,COS 23065,17.90,06/06/2023 12:00 PM
06/08/2023 ,,2.5000,4.3300,69.3000,0.0466,06/05/2023 08:00 AM,State Parks Pale,SPP 23063,11.30,06/05/2023 12:00 PM
06/08/2023 ,,2.6000,4.6700,69.5000,0.0648,06/01/2023 08:00 AM,Stowaway IPA 2.0,IPA 23061,14.65,06/01/2023 12:00 PM
06/08/2023 ,,4.2000,4.2600,71.2000,0.0417,06/02/2023 08:00 AM,For the Love of Dogs (7),FLOD 23062,11.20,06/02/2023 12:00 PM
06/08/2023 ,,1.8400,0.0000,0.0000,0.0679,05/18/2023 08:00 AM,Bath Brewing IPA (7),BBA 23057.1,14.50,05/18/2023 12:00 PM
06/08/2023 ,,14.5000,0.0000,0.0000,0.00,05/18/2023 08:00 AM,Bath Brewing IPA (7),BBA 23057.1,14.50,05/18/2023 12:00 PM
06/07/2023 ,,4.2000,4.3300,68.2000,0.0417,06/02/2023 08:00 AM,For the Love of Dogs (7),FLOD 23062,11.20,06/02/2023 12:00 PM
06/07/2023 ,,5.8000,4.3900,65.5000,0.0295,06/05/2023 08:00 AM,State Parks Pale,SPP 23063,11.30,06/05/2023 12:00 PM
06/07/2023 ,,2.8000,4.6800,67.4000,0.0638,06/01/2023 08:00 AM,Stowaway IPA 2.0,IPA 23061,14.65,06/01/2023 12:00 PM
06/07/2023 ,,3.0000,4.0300,57.5000,0.00,05/30/2023 08:00 AM,Logger Road Lager,LRL 23060,9.60,05/30/2023 12:00 PM
06/07/2023 ,,2.0800,0.0000,0.0000,0.0655,05/17/2023 08:00 AM,Stowaway IPA 2.0,IPA 23056.1,14.30,05/17/2023 12:00 PM
06/07/2023 ,,14.3000,0.0000,0.0000,0.00,05/17/2023 08:00 AM,Stowaway IPA 2.0,IPA 23056.1,14.30,05/17/2023 12:00 PM
06/06/2023 ,,2.8000,4.1700,56.3000,0.00,05/30/2023 08:00 AM,Logger Road Lager,LRL 23060,9.60,05/30/2023 12:00 PM
06/06/2023 ,,3.0000,4.6800,66.2000,0.0627,06/01/2023 08:00 AM,Stowaway IPA 2.0,IPA 23061,14.65,06/01/2023 12:00 PM
06/06/2023 ,,5.1000,3.9600,68.3000,0.0367,06/02/2023 08:00 AM,For the Love of Dogs (7),FLOD 23062,11.20,06/02/2023 12:00 PM
06/06/2023 ,,10.1000,4.5800,64.6000,0.0066,06/05/2023 08:00 AM,State Parks Pale,SPP 23063,11.30,06/05/2023 12:00 PM
06/05/2023 ,,2.0100,0.0000,0.0000,0.0791,05/11/2023 08:00 AM,Stowaway IPA 2.0,IPA 23054.4,14.74,05/11/2023 12:00 PM
06/05/2023 ,,14.7400,0.0000,0.0000,0.00,05/11/2023 08:00 AM,Stowaway IPA 2.0,IPA 23054.4,14.74,05/11/2023 12:00 PM
06/05/2023 ,,2.0100,0.0000,0.0000,0.0791,05/11/2023 08:00 AM,Stowaway IPA 2.0,IPA 23054.3,14.74,05/11/2023 12:00 PM
06/05/2023 ,,14.7400,0.0000,0.0000,0.00,05/11/2023 08:00 AM,Stowaway IPA 2.0,IPA 23054.3,14.74,05/11/2023 12:00 PM
06/04/2023 ,,3.6000,4.0400,53.8000,0.00,05/30/2023 08:00 AM,Logger Road Lager,LRL 23060,9.60,05/30/2023 12:00 PM
06/05/2023 ,,4.3200,5.9000,69.5000,0.0367,06/02/2023 08:00 AM,For the Love of Dogs (7),FLOD 23062,11.20,06/02/2023 12:00 PM
06/05/2023 ,,3.1000,4.6700,67.3000,0.0622,06/01/2023 08:00 AM,Stowaway IPA 2.0,IPA 23061,14.65,06/01/2023 12:00 PM
06/05/2023 ,,3.0000,4.1100,56.2000,0.00,05/30/2023 08:00 AM,Logger Road Lager,LRL 23060,9.60,05/30/2023 12:00 PM
06/04/2023 ,,6.3000,4.2900,68.9000,0.0263,06/02/2023 08:00 AM,For the Love of Dogs (7),FLOD 23062,11.20,06/02/2023 12:00 PM
06/04/2023 ,,3.2000,4.5300,67.6000,0.0617,06/01/2023 08:00 AM,Stowaway IPA 2.0,IPA 23061,14.65,06/01/2023 12:00 PM
06/04/2023 ,,2.0100,0.0000,0.0000,0.0791,05/11/2023 08:00 AM,Stowaway IPA 2.0,IPA 23054.2,14.74,05/11/2023 12:00 PM
06/04/2023 ,,14.7400,0.0000,0.0000,0.00,05/11/2023 08:00 AM,Stowaway IPA 2.0,IPA 23054.2,14.74,05/11/2023 12:00 PM
06/04/2023 ,,2.0100,0.0000,0.0000,0.0791,05/11/2023 08:00 AM,Stowaway IPA 2.0,IPA 23054.1,14.74,05/11/2023 12:00 PM
06/04/2023 ,,14.7400,0.0000,0.0000,0.00,05/11/2023 08:00 AM,Stowaway IPA 2.0,IPA 23054.1,14.74,05/11/2023 12:00 PM
06/02/2023 ,,3.2800,3.3300,0.0000,0.06,05/23/2023 08:00 AM,Tropical Sour,TROP 23058,13.80,05/23/2023 12:00 PM
06/02/2023 ,,3.0900,3.3300,0.0000,0.0609,05/23/2023 08:00 AM,Tropical Sour,TROP 23058,13.80,05/23/2023 12:00 PM
06/02/2023 ,,11.2000,5.0000,72.0000,0.00,06/02/2023 08:00 AM,For the Love of Dogs (7),FLOD 23062,11.20,06/02/2023 12:00 PM
06/02/2023 ,,11.2000,5.0000,72.0000,0.00,06/02/2023 08:00 AM,For the Love of Dogs (7),FLOD 23062,11.20,06/02/2023 12:00 PM
06/02/2023 ,,4.2200,4.6900,0.0000,0.077,05/25/2023 08:00 AM,Coastal Storm,COS 23059,18.00,05/25/2023 12:00 PM
06/02/2023 ,,12.9000,4.6900,71.5000,0.0097,06/01/2023 08:00 AM,Stowaway IPA 2.0,IPA 23061,14.65,06/01/2023 12:00 PM
06/02/2023 ,,6.5000,4.3300,60.5000,0.00,05/30/2023 08:00 AM,Logger Road Lager,LRL 23060,9.60,05/30/2023 12:00 PM
06/01/2023 ,,3.9000,4.5900,75.2000,0.077,05/25/2023 08:00 AM,Coastal Storm,COS 23059,18.00,05/25/2023 12:00 PM
06/01/2023 ,,7.8000,4.4000,64.4000,0.00,05/30/2023 08:00 AM,Logger Road Lager,LRL 23060,9.60,05/30/2023 12:00 PM
06/01/2023 ,,2.0300,0.0000,0.0000,0.0701,05/09/2023 08:00 AM,Stowaway IPA 2.0,IPA 23053.4,14.67,05/09/2023 12:00 PM
06/01/2023 ,,14.6700,0.0000,0.0000,0.00,05/09/2023 08:00 AM,Stowaway IPA 2.0,IPA 23053.4,14.67,05/09/2023 12:00 PM
06/01/2023 ,,2.0300,0.0000,0.0000,0.0701,05/09/2023 08:00 AM,Stowaway IPA 2.0,IPA 23053.3,14.67,05/09/2023 12:00 PM
06/01/2023 ,,14.6700,0.0000,0.0000,0.00,05/09/2023 08:00 AM,Stowaway IPA 2.0,IPA 23053.3,14.67,05/09/2023 12:00 PM
05/31/2023 ,,9.6000,0.0000,0.0000,0.00,05/30/2023 08:00 AM,Logger Road Lager,LRL 23060,9.60,05/30/2023 12:00 PM
05/31/2023 ,,9.6000,0.0000,0.0000,0.00,05/30/2023 08:00 AM,Logger Road Lager,LRL 23060,9.60,05/30/2023 12:00 PM
05/31/2023 ,,9.4000,0.0000,0.0000,0.00,05/30/2023 08:00 AM,Logger Road Lager,LRL 23060,9.60,05/30/2023 12:00 PM
05/31/2023 ,,9.4000,0.0000,0.0000,0.00,05/30/2023 08:00 AM,Logger Road Lager,LRL 23060,9.60,05/30/2023 12:00 PM
05/31/2023 ,,2.0300,0.0000,0.0000,0.0701,05/09/2023 08:00 AM,Stowaway IPA 2.0,IPA 23053.2,14.67,05/09/2023 12:00 PM
05/31/2023 ,,14.6700,0.0000,0.0000,0.00,05/09/2023 08:00 AM,Stowaway IPA 2.0,IPA 23053.2,14.67,05/09/2023 12:00 PM
05/31/2023 ,,2.0300,0.0000,0.0000,0.0701,05/09/2023 08:00 AM,Stowaway IPA 2.0,IPA 23053.1,14.67,05/09/2023 12:00 PM
05/31/2023 ,,14.6700,0.0000,0.0000,0.00,05/09/2023 08:00 AM,Stowaway IPA 2.0,IPA 23053.1,14.67,05/09/2023 12:00 PM
05/31/2023 ,,5.0000,4.4600,73.1000,0.0713,05/25/2023 08:00 AM,Coastal Storm,COS 23059,18.00,05/25/2023 12:00 PM
05/30/2023 ,,9.4000,0.0000,0.0000,0.00,05/30/2023 08:00 AM,Logger Road Lager,LRL 23060,9.60,05/30/2023 12:00 PM
05/30/2023 ,,9.6000,0.0000,0.0000,0.00,05/30/2023 08:00 AM,Logger Road Lager,LRL 23060,9.60,05/30/2023 12:00 PM
05/30/2023 ,,9.7000,0.0000,0.0000,0.00,05/30/2023 08:00 AM,Logger Road Lager,LRL 23060,9.60,05/30/2023 12:00 PM
05/30/2023 ,,9.6000,0.0000,0.0000,0.00,05/30/2023 08:00 AM,Logger Road Lager,LRL 23060,9.60,05/30/2023 12:00 PM
05/30/2023 ,,1.9500,0.0000,0.0000,0.0495,05/04/2023 08:00 AM,Man Up Cancer,KP Pils 23052.1,11.30,05/04/2023 12:00 PM
05/30/2023 ,,11.3000,0.0000,0.0000,0.00,05/04/2023 08:00 AM,Man Up Cancer,KP Pils 23052.1,11.30,05/04/2023 12:00 PM
05/30/2023 ,,5.0000,4.5500,72.4000,0.0713,05/25/2023 08:00 AM,Coastal Storm,COS 23059,18.00,05/25/2023 12:00 PM
05/30/2023 ,,3.6000,3.2500,69.6000,0.0582,05/23/2023 08:00 AM,Tropical Sour,TROP 23058,13.80,05/23/2023 12:00 PM
05/30/2023 ,,3.5000,3.2600,70.9000,0.0582,05/23/2023 08:00 AM,Tropical Sour,TROP 23058,13.80,05/23/2023 12:00 PM
05/26/2023 ,,1.8400,4.6400,0.0000,0.0679,05/18/2023 08:00 AM,Bath Brewing IPA (7),BBA 23057,14.50,05/18/2023 12:00 PM
05/26/2023 ,BT983,0.0000,3.7000,0.0000,0.0537,09/29/2022 08:00 AM,Fruited Brett,BRET 22135.3,10.00,09/29/2022 12:00 PM
05/26/2023 ,BT982,0.0000,3.7500,0.0000,0.0537,09/29/2022 08:00 AM,Fruited Brett,BRET 22135.2,10.00,09/29/2022 12:00 PM
05/26/2023 ,BT981,0.0000,3.7500,0.0000,0.0537,09/29/2022 08:00 AM,Fruited Brett,BRET 22135.1,10.00,09/29/2022 12:00 PM
05/26/2023 ,BBL 6,0.0000,3.8500,0.0000,0.1041,11/23/2022 07:00 AM,Flemish Red,FLM 22167.4,12.70,11/23/2022 12:00 PM
05/26/2023 ,BBL 7,0.0000,3.8600,0.0000,0.1056,11/23/2022 07:00 AM,Flemish Red,FLM 22167.3,12.70,11/23/2022 12:00 PM
05/26/2023 ,BBL 8,0.0000,3.8500,0.0000,0.1009,11/23/2022 07:00 AM,Flemish Red,FLM 22167.2,12.70,11/23/2022 12:00 PM
05/26/2023 ,BBL 9,0.0000,3.9600,0.0000,0.1079,11/23/2022 07:00 AM,Flemish Red,FLM 22167.1,12.70,11/23/2022 12:00 PM
05/26/2023 ,,8.6000,3.0600,69.0000,0.0312,05/23/2023 08:00 AM,Tropical Sour,TROP 23058,13.80,05/23/2023 12:00 PM
05/26/2023 ,,8.3000,3.0500,69.4000,0.0312,05/23/2023 08:00 AM,Tropical Sour,TROP 23058,13.80,05/23/2023 12:00 PM
05/26/2023 ,,17.9000,5.0200,71.8000,0.0005,05/25/2023 08:00 AM,Coastal Storm,COS 23059,18.00,05/25/2023 12:00 PM
05/25/2023 ,,2.0800,4.6900,0.0000,0.0655,05/17/2023 08:00 AM,Stowaway IPA 2.0,IPA 23056,14.30,05/17/2023 12:00 PM
05/25/2023 ,,13.1000,3.1400,71.8000,0.0039,05/23/2023 08:00 AM,Tropical Sour,TROP 23058,13.80,05/23/2023 12:00 PM
05/25/2023 ,,13.3000,3.1400,69.6000,0.0039,05/23/2023 08:00 AM,Tropical Sour,TROP 23058,13.80,05/23/2023 12:00 PM
05/24/2023 ,,2.6000,4.3000,68.5000,0.0641,05/18/2023 08:00 AM,Bath Brewing IPA (7),BBA 23057,14.50,05/18/2023 12:00 PM
05/24/2023 ,,3.0000,4.3800,69.4000,0.0608,05/17/2023 08:00 AM,Stowaway IPA 2.0,IPA 23056,14.30,05/17/2023 12:00 PM
05/24/2023 ,,3.0400,4.7700,0.0000,0.00,05/15/2023 08:00 AM,Coastal Haze,COHZ 23055,13.40,05/15/2023 12:00 PM
05/23/2023 ,,1.6100,0.0000,0.0000,0.00,05/02/2023 08:00 AM,Staycationland,STAY 23050.3,0.00,05/02/2023 12:00 PM
05/23/2023 ,,0.0000,0.0000,0.0000,0.00,05/02/2023 08:00 AM,Staycationland,STAY 23050.3,0.00,05/02/2023 12:00 PM
05/23/2023 ,,1.6100,0.0000,0.0000,0.00,05/02/2023 08:00 AM,Staycationland,STAY 23050.2,0.00,05/02/2023 12:00 PM
05/23/2023 ,,0.0000,0.0000,0.0000,0.00,05/02/2023 08:00 AM,Staycationland,STAY 23050.2,0.00,05/02/2023 12:00 PM
05/23/2023 ,,1.6100,0.0000,0.0000,0.00,05/02/2023 08:00 AM,Staycationland,STAY 23050.1,0.00,05/02/2023 12:00 PM
05/23/2023 ,,0.0000,0.0000,0.0000,0.00,05/02/2023 08:00 AM,Staycationland,STAY 23050.1,0.00,05/02/2023 12:00 PM
05/23/2023 ,,3.4000,4.4500,72.9000,0.00,05/15/2023 08:00 AM,Coastal Haze,COHZ 23055,13.40,05/15/2023 12:00 PM
05/23/2023 ,,15.4000,0.0000,0.0000,0.00,04/26/2023 08:00 AM,Lemonade Sour (7),LEM 23049.1,15.40,04/26/2023 12:00 PM
05/23/2023 ,,4.5400,0.0000,0.0000,0.059,04/26/2023 08:00 AM,Lemonade Sour (7),LEM 23049.1,15.40,04/26/2023 12:00 PM
05/19/2023 ,,1.9500,4.5000,0.0000,0.0495,05/04/2023 08:00 AM,Man Up Cancer,KP Pils 23052,11.30,05/04/2023 12:00 PM
05/19/2023 ,,2.0100,4.5800,0.0000,0.0791,05/10/2023 08:00 AM,Stowaway IPA 2.0,IPA 23054,14.74,05/10/2023 12:00 PM
05/21/2023 ,,2.9600,0.0000,0.0000,0.0575,05/03/2023 08:00 AM,Coastal Haze,COHZ 23051.2,13.28,05/03/2023 12:00 PM
05/21/2023 ,,13.2800,0.0000,0.0000,0.00,05/03/2023 08:00 AM,Coastal Haze,COHZ 23051.2,13.28,05/03/2023 12:00 PM
05/21/2023 ,,13.2800,0.0000,0.0000,0.00,05/03/2023 08:00 AM,Coastal Haze,COHZ 23051.1,13.28,05/03/2023 12:00 PM
05/21/2023 ,,2.9600,0.0000,0.0000,0.0575,05/03/2023 08:00 AM,Coastal Haze,COHZ 23051.1,13.28,05/03/2023 12:00 PM
05/19/2023 ,,2.9000,0.0000,67.0000,0.0744,05/10/2023 08:00 AM,Stowaway IPA 2.0,IPA 23054,14.74,05/10/2023 12:00 PM
05/19/2023 ,,3.9000,4.4100,72.0000,0.00,05/15/2023 08:00 AM,Coastal Haze,COHZ 23055,13.40,05/15/2023 12:00 PM
05/19/2023 ,,8.2000,4.4400,67.0000,0.0334,05/17/2023 08:00 AM,Stowaway IPA 2.0,IPA 23056,14.30,05/17/2023 12:00 PM
05/18/2023 ,,4.7000,4.3900,73.0000,0.00,05/15/2023 08:00 AM,Coastal Haze,COHZ 23055,13.40,05/15/2023 12:00 PM
05/18/2023 ,,12.7000,4.6200,67.0000,0.0089,05/17/2023 08:00 AM,Stowaway IPA 2.0,IPA 23056,14.30,05/17/2023 12:00 PM
05/18/2023 ,,1.5000,0.0000,0.0000,0.0448,04/25/2023 08:00 AM,Logger Road Lager,LRL 23048.1,10.00,04/25/2023 12:00 PM
05/18/2023 ,,10.0000,0.0000,0.0000,0.00,04/25/2023 08:00 AM,Logger Road Lager,LRL 23048.1,10.00,04/25/2023 12:00 PM
05/18/2023 ,,14.5000,4.7000,69.0000,0.00,05/18/2023 08:00 AM,Bath Brewing IPA (7),BBA 23057,14.50,05/18/2023 12:00 PM
05/17/2023 ,,2.7000,4.5700,66.9000,0.0744,05/10/2023 08:00 AM,Stowaway IPA 2.0,IPA 23054,14.74,05/10/2023 12:00 PM
05/17/2023 ,,9.2000,4.4600,69.4000,0.00,05/15/2023 08:00 AM,Coastal Haze,COHZ 23055,13.40,05/15/2023 12:00 PM
05/16/2023 ,,13.7000,0.0000,0.0000,0.00,05/15/2023 08:00 AM,Coastal Haze,COHZ 23055,13.40,05/15/2023 12:00 PM
05/16/2023 ,,13.7000,0.0000,0.0000,0.00,05/15/2023 08:00 AM,Coastal Haze,COHZ 23055,13.40,05/15/2023 12:00 PM
05/16/2023 ,,13.5000,0.0000,0.0000,0.00,05/15/2023 08:00 AM,Coastal Haze,COHZ 23055,13.40,05/15/2023 12:00 PM
05/16/2023 ,,1.9000,0.0000,0.0000,0.069,04/24/2023 08:00 AM,Stowaway IPA 2.0,IPA 23047.4,14.77,04/24/2023 12:00 PM
05/16/2023 ,,14.7700,0.0000,0.0000,0.00,04/24/2023 08:00 AM,Stowaway IPA 2.0,IPA 23047.4,14.77,04/24/2023 12:00 PM
05/16/2023 ,,2.7000,4.5500,70.7000,0.0744,05/10/2023 08:00 AM,Stowaway IPA 2.0,IPA 23054,14.74,05/10/2023 12:00 PM
05/16/2023 ,,13.4000,0.0000,0.0000,0.00,05/15/2023 08:00 AM,Coastal Haze,COHZ 23055,13.40,05/15/2023 12:00 PM
05/16/2023 ,,2.0300,4.5600,0.0000,0.0701,05/08/2023 08:00 AM,Stowaway IPA 2.0,IPA 23053,14.67,05/08/2023 12:00 PM
05/16/2023 ,,2.1000,4.3900,58.0000,0.0487,05/04/2023 08:00 AM,Man Up Cancer,KP Pils 23052,11.30,05/04/2023 12:00 PM
05/16/2023 ,,1.9000,0.0000,0.0000,0.069,04/24/2023 08:00 AM,Stowaway IPA 2.0,IPA 23047.3,14.77,04/24/2023 12:00 PM
05/16/2023 ,,14.7700,0.0000,0.0000,0.00,04/24/2023 08:00 AM,Stowaway IPA 2.0,IPA 23047.3,14.77,04/24/2023 12:00 PM
05/15/2023 ,,13.6000,0.0000,0.0000,0.00,05/15/2023 08:00 AM,Coastal Haze,COHZ 23055,13.40,05/15/2023 12:00 PM
05/16/2023 ,,1.9000,0.0000,0.0000,0.069,04/24/2023 08:00 AM,Stowaway IPA 2.0,IPA 23047.2,14.77,04/24/2023 12:00 PM
05/16/2023 ,,14.7700,0.0000,0.0000,0.00,04/24/2023 08:00 AM,Stowaway IPA 2.0,IPA 23047.2,14.77,04/24/2023 12:00 PM
05/15/2023 ,,13.6000,0.0000,0.0000,0.00,05/15/2023 08:00 AM,Coastal Haze,COHZ 23055,13.40,05/15/2023 12:00 PM
05/15/2023 ,,13.4000,0.0000,0.0000,0.00,05/15/2023 08:00 AM,Coastal Haze,COHZ 23055,13.40,05/15/2023 12:00 PM
05/15/2023 ,,2.6000,4.6000,69.0000,0.0669,05/08/2023 08:00 AM,Stowaway IPA 2.0,IPA 23053,14.67,05/08/2023 12:00 PM
05/15/2023 ,,3.5000,4.5500,69.0000,0.0694,05/10/2023 08:00 AM,Stowaway IPA 2.0,IPA 23054,14.74,05/10/2023 12:00 PM
05/15/2023 ,,13.4000,0.0000,0.0000,0.00,05/15/2023 08:00 AM,Coastal Haze,COHZ 23055,13.40,05/15/2023 12:00 PM
05/15/2023 ,,1.9000,0.0000,0.0000,0.069,04/24/2023 08:00 AM,Stowaway IPA 2.0,IPA 23047.1,14.77,04/24/2023 12:00 PM
05/15/2023 ,,14.7700,0.0000,0.0000,0.00,04/24/2023 08:00 AM,Stowaway IPA 2.0,IPA 23047.1,14.77,04/24/2023 12:00 PM
05/11/2023 ,,1.6100,4.2800,0.0000,0.00,05/01/2023 08:00 AM,Staycationland,STAY 23050,11.60,05/01/2023 12:00 PM
05/10/2023 ,,2.9600,4.6100,0.0000,0.0575,05/03/2023 08:00 AM,Coastal Haze,COHZ 23051,13.28,05/03/2023 12:00 PM
05/14/2023 ,,1.8000,4.3300,58.1000,0.0694,05/10/2023 08:00 AM,Stowaway IPA 2.0,IPA 23054,14.74,05/10/2023 12:00 PM
05/14/2023 ,,2.2000,4.5400,68.6000,0.0669,05/08/2023 08:00 AM,Stowaway IPA 2.0,IPA 23053,14.67,05/08/2023 12:00 PM
05/14/2023 ,,1.6200,0.0000,0.0000,0.0441,04/20/2023 08:00 AM,Cadence,CAD 23046.1,9.90,04/20/2023 12:00 PM
05/14/2023 ,,9.9000,0.0000,0.0000,0.00,04/20/2023 08:00 AM,Cadence,CAD 23046.1,9.90,04/20/2023 12:00 PM
05/12/2023 ,,8.7000,0.0000,69.0000,0.0331,05/10/2023 08:00 AM,Stowaway IPA 2.0,IPA 23054,14.74,05/10/2023 12:00 PM
05/12/2023 ,,3.2000,4.5200,69.0000,0.0618,05/08/2023 08:00 AM,Stowaway IPA 2.0,IPA 23053,14.67,05/08/2023 12:00 PM
05/12/2023 ,,2.4000,4.2900,60.0000,0.0472,05/04/2023 08:00 AM,Man Up Cancer,KP Pils 23052,11.30,05/04/2023 12:00 PM
05/11/2023 ,,2.9000,4.2800,63.0000,0.0447,05/04/2023 08:00 AM,Man Up Cancer,KP Pils 23052,11.30,05/04/2023 12:00 PM
05/11/2023 ,,5.1000,4.4700,69.0000,0.0519,05/08/2023 08:00 AM,Stowaway IPA 2.0,IPA 23053,14.67,05/08/2023 12:00 PM
05/11/2023 ,,2.5000,4.2300,62.0000,0.00,05/01/2023 08:00 AM,Staycationland,STAY 23050,11.60,05/01/2023 12:00 PM
05/11/2023 ,,9.9500,0.0000,0.0000,0.00,04/13/2023 08:00 AM,Logger Road Lager,LRL 23044.1,9.95,04/13/2023 12:00 PM
05/11/2023 ,,2.4400,0.0000,0.0000,0.0397,04/13/2023 08:00 AM,Logger Road Lager,LRL 23044.1,9.95,04/13/2023 12:00 PM
05/10/2023 ,,9.7000,69.0000,4.5400,0.0274,05/08/2023 08:00 AM,Stowaway IPA 2.0,IPA 23053,14.67,05/08/2023 12:00 PM
05/10/2023 ,,2.4000,4.2500,59.0000,0.00,05/01/2023 08:00 AM,Staycationland,STAY 23050,11.60,05/01/2023 12:00 PM
